epoch,train_loss,train_recon_loss,train_cls_loss,train_contrastive_loss,train_proto_loss,train_acc,valid_loss,valid_recon_loss,valid_cls_loss,valid_contrastive_loss,valid_proto_loss,valid_acc
38,1.33810346713223,0.8809608208507013,9.16067344491064e-05,5.365727450495333,0.0011561872352919818,1.0,1.3068511216164025,0.9989022431346315,2.4464122746735994e-06,5.035311255788238,0.0002314083218746459,1.0
39,1.3372633242787404,0.8818461189064394,0.0001223437532631486,5.359666937629845,0.0013074317668470782,1.0,1.3013532721465297,0.9801128589478522,2.885615506434485e-06,5.03590616753114,0.000270499676869612,1.0
40,1.3355393542508613,0.8790543910406032,0.00010828305060936282,5.354752647153152,0.0015283787270494744,1.0,1.2916719822869964,0.9477037601340387,2.792190521858991e-06,5.036046139600572,0.0002975487580208331,1.0
41,1.334969805618651,0.8834275041356449,0.00010637907237023157,5.346037717287511,0.0012551805460764654,1.0,1.2969966273333133,0.9651641249169512,2.208598621609465e-06,5.03656686195121,0.0002635455858310617,1.0
42,1.3336543352745707,0.8749981255051843,9.920592195568925e-05,5.351837223350405,0.0013764160177277371,1.0,1.294322358962707,0.9562112535074091,1.7884371492549977e-06,5.036726858453162,0.00022358452130843054,1.0
43,1.3345411990820788,0.8804645896225942,7.404219532426296e-05,5.348682267422718,0.0011825884055976649,1.0,1.2908451794408806,0.9447464266990612,1.6769106760285877e-06,5.036538825797021,0.0002235434287039104,1.0
44,1.3297975907997195,0.8622576613843307,9.11968012200754e-05,5.352315809837324,0.001131813873879683,1.0,1.29151161471142,0.9467771525133567,1.416895762452121e-06,5.036862629600871,0.00020894695759250798,1.0
45,1.3300426657180857,0.8635707852203569,8.35788619591698e-05,5.3517205196729885,0.001087455971001088,1.0,1.2920438204193583,0.9489449834307213,1.2086302677295628e-06,5.0363032074426695,0.00019687919333666787,1.0
46,1.3330306067511564,0.871334241585524,8.527683516574695e-05,5.355155229081217,0.0010279744094355313,1.0,1.2930097561443783,0.9522432794023349,1.0253965954426789e-06,5.036215158399388,0.00018534423155506673,1.0
47,1.3295192085305485,0.8620456287326341,6.186060380770808e-05,5.3518554605444635,0.0009451057861858685,1.0,1.2952141686756367,0.9599038316709536,9.004538192812013e-07,5.035796781632674,0.0001654601469288668,1.0
48,1.330983512683707,0.8677892260529039,7.479281724688315e-05,5.3506958754106995,0.0008654854008044774,1.0,1.2924716028818366,0.9505360928369045,8.942781615137119e-07,5.036129914842238,0.00016773220893447747,1.0
49,1.331384137696146,0.869475502373859,6.53156881978281e-05,5.350150767216623,0.0008919749304464921,1.0,1.2895649680810701,0.9410699562827665,8.647987997607766e-07,5.035801854579849,0.0001654323782232519,1.0
50,1.3245907864662223,0.8479055073055148,6.176290343996273e-05,5.3485945270954645,0.0008768745619139769,1.0,1.2898353229116604,0.9418862672255485,8.389605757015167e-07,5.035939084494606,0.00016144689183662602,1.0
