source_file,count,mean,std,min,max
window1.csv,43,0.06978018846335586,0.2577615073982731,1.05290200735908e-05,0.999984622001648
window2.csv,193,0.1091270398646083,0.3120563100641736,7.90491139923688e-06,0.9999983310699464
window3.csv,66,0.5757611330048652,0.4980053641221677,1.2228857485752089e-05,0.9999985694885254
window4.csv,82,0.5731742355348681,0.4976504921381796,1.0647748240444344e-05,0.9999982118606568
