global_index,label,source_file,reconstruction_error
359,normal,window_typing_10000.csv,0.3774859309196472
360,normal,window_typing_10000.csv,0.3743508756160736
361,normal,window_typing_10000.csv,0.3820609450340271
362,normal,window_typing_10000.csv,0.38116297125816345
363,normal,window_typing_10000.csv,0.3892640769481659
364,normal,window_typing_10000.csv,0.3914974629878998
365,normal,window_typing_10000.csv,0.3950129747390747
366,normal,window_typing_10000.csv,0.3930414319038391
367,normal,window_typing_10000.csv,0.38232821226119995
368,normal,window_typing_10000.csv,0.38305744528770447
369,normal,window_typing_10000.csv,0.37871503829956055
370,normal,window_typing_10000.csv,0.38610124588012695
371,normal,window_typing_10000.csv,0.3821282982826233
372,normal,window_typing_10000.csv,0.3787030279636383
373,normal,window_typing_10000.csv,0.373914510011673
374,normal,window_typing_10000.csv,0.36963239312171936
375,normal,window_typing_10000.csv,0.3606128990650177
376,normal,window_typing_10000.csv,0.3550143241882324
377,normal,window_typing_10000.csv,0.3556359112262726
378,normal,window_typing_10000.csv,0.3254042863845825
379,normal,window_typing_10000.csv,0.3033750057220459
380,normal,window_typing_10000.csv,0.298900306224823
381,normal,window_typing_10000.csv,0.29051387310028076
382,normal,window_typing_10000.csv,0.2885051965713501
383,normal,window_typing_10000.csv,0.30809858441352844
384,normal,window_typing_10000.csv,0.2982465624809265
385,normal,window_typing_10000.csv,0.2919638454914093
386,normal,window_typing_10000.csv,0.2793768644332886
387,normal,window_typing_10000.csv,0.2799132466316223
388,normal,window_typing_10000.csv,0.2754392623901367
389,normal,window_typing_10000.csv,0.2883976995944977
390,normal,window_typing_10000.csv,0.29816734790802
391,normal,window_typing_10000.csv,0.3039293587207794
392,normal,window_typing_10000.csv,0.3084303140640259
393,normal,window_typing_10000.csv,0.30833038687705994
394,normal,window_typing_10000.csv,0.30438971519470215
395,normal,window_typing_10000.csv,0.4188782572746277
396,normal,window_typing_10000.csv,0.4546504616737366
397,normal,window_typing_10000.csv,0.46372318267822266
398,normal,window_typing_10000.csv,0.4686041474342346
399,normal,window_typing_10000.csv,0.497650682926178
400,normal,window_typing_10000.csv,0.5179505944252014
401,normal,window_typing_10000.csv,0.5190602540969849
402,normal,window_typing_10000.csv,0.5228739976882935
403,normal,window_typing_10000.csv,0.520821750164032
404,normal,window_typing_10000.csv,0.5376779437065125
405,normal,window_typing_10000.csv,0.7245030999183655
406,normal,window_typing_10000.csv,0.6779904961585999
407,normal,window_typing_10000.csv,0.6778324842453003
408,normal,window_typing_10000.csv,0.7221289277076721
409,normal,window_typing_10000.csv,0.8241590857505798
410,normal,window_typing_10000.csv,0.7998985052108765
411,normal,window_typing_10000.csv,0.7907543778419495
412,normal,window_typing_10000.csv,0.7852111458778381
413,normal,window_typing_10000.csv,0.7715857625007629
414,normal,window_typing_10000.csv,0.7637763619422913
415,normal,window_typing_10000.csv,0.7592756152153015
416,normal,window_typing_10000.csv,0.7722049355506897
417,normal,window_typing_10000.csv,0.77457195520401
418,normal,window_typing_10000.csv,0.776697039604187
419,normal,window_typing_10000.csv,0.7789057493209839
420,normal,window_typing_10000.csv,0.7777888774871826
421,normal,window_typing_10000.csv,0.784339427947998
422,normal,window_typing_10000.csv,0.7906610369682312
423,normal,window_typing_10000.csv,0.7893398404121399
424,normal,window_typing_10000.csv,0.7929084300994873
425,normal,window_typing_10000.csv,0.7934058308601379
426,normal,window_typing_10000.csv,0.7942942380905151
427,normal,window_typing_10000.csv,0.795236349105835
428,normal,window_typing_10000.csv,0.7918093800544739
429,normal,window_typing_10000.csv,0.805827796459198
430,normal,window_typing_10000.csv,0.8145611882209778
431,normal,window_typing_10000.csv,0.8115768432617188
432,normal,window_typing_10000.csv,0.8148128390312195
433,normal,window_typing_10000.csv,0.8079557418823242
434,normal,window_typing_10000.csv,0.8135427832603455
435,normal,window_typing_10000.csv,0.8156277537345886
436,normal,window_typing_10000.csv,0.8187801241874695
437,normal,window_typing_10000.csv,0.829194188117981
438,normal,window_typing_10000.csv,0.8338133692741394
439,normal,window_typing_10000.csv,0.8326699733734131
440,normal,window_typing_10000.csv,0.8243953585624695
441,normal,window_typing_10000.csv,0.8125234842300415
442,normal,window_typing_10000.csv,0.8030919432640076
443,normal,window_typing_10000.csv,0.7895312309265137
444,normal,window_typing_10000.csv,0.778263509273529
445,normal,window_typing_10000.csv,0.6414461731910706
446,normal,window_typing_10000.csv,0.6003134846687317
447,normal,window_typing_10000.csv,0.6036863327026367
448,normal,window_typing_10000.csv,0.6060596704483032
449,normal,window_typing_10000.csv,0.5972673892974854
450,normal,window_typing_10000.csv,0.5981360673904419
451,normal,window_typing_10000.csv,0.591823935508728
452,normal,window_typing_10000.csv,0.5778383612632751
453,normal,window_typing_10000.csv,0.5762606859207153
454,normal,window_typing_10000.csv,0.5932834148406982
455,normal,window_typing_10000.csv,0.5134104490280151
456,normal,window_typing_10000.csv,0.48747608065605164
457,normal,window_typing_10000.csv,0.5010396838188171
458,normal,window_typing_10000.csv,0.46362239122390747
459,normal,window_typing_10000.csv,0.32318320870399475
460,normal,window_typing_10000.csv,0.3400704860687256
461,normal,window_typing_10000.csv,0.3360157907009125
462,normal,window_typing_10000.csv,0.3332078158855438
463,normal,window_typing_10000.csv,0.32646259665489197
464,normal,window_typing_10000.csv,0.317027747631073
465,normal,window_typing_10000.csv,0.31538334488868713
466,normal,window_typing_10000.csv,0.30660146474838257
467,normal,window_typing_10000.csv,0.2932465672492981
468,normal,window_typing_10000.csv,0.2936873733997345
469,normal,window_typing_10000.csv,0.28327998518943787
470,normal,window_typing_10000.csv,0.27492839097976685
471,normal,window_typing_10000.csv,0.26852700114250183
472,normal,window_typing_10000.csv,0.2643592953681946
473,normal,window_typing_10000.csv,0.26246178150177
474,normal,window_typing_10000.csv,0.26006582379341125
475,normal,window_typing_10000.csv,0.26131510734558105
476,normal,window_typing_10000.csv,0.26423612236976624
477,normal,window_typing_10000.csv,0.26720282435417175
478,normal,window_typing_10000.csv,0.2715369164943695
479,normal,window_typing_10000.csv,0.26561984419822693
480,normal,window_typing_10000.csv,0.26062703132629395
481,normal,window_typing_10000.csv,0.2550133168697357
482,normal,window_typing_10000.csv,0.24392418563365936
483,normal,window_typing_10000.csv,0.22683776915073395
484,normal,window_typing_10000.csv,0.2228659838438034
485,normal,window_typing_10000.csv,0.22791092097759247
486,normal,window_typing_10000.csv,0.22269101440906525
487,normal,window_typing_10000.csv,0.21399255096912384
488,normal,window_typing_10000.csv,0.21636441349983215
489,normal,window_typing_10000.csv,0.21440258622169495
490,normal,window_typing_10000.csv,0.2185116410255432
491,normal,window_typing_10000.csv,0.23349279165267944
492,normal,window_typing_10000.csv,0.24600526690483093
493,normal,window_typing_10000.csv,0.26630550622940063
494,normal,window_typing_10000.csv,0.266152948141098
495,normal,window_typing_10000.csv,0.2502266764640808
496,normal,window_typing_10000.csv,0.23850779235363007
497,normal,window_typing_10000.csv,0.23046840727329254
498,normal,window_typing_10000.csv,0.2321404218673706
499,normal,window_typing_10000.csv,0.23170572519302368
500,normal,window_typing_10000.csv,0.22996926307678223
501,normal,window_typing_10000.csv,0.23142032325267792
502,normal,window_typing_10000.csv,0.2297133356332779
503,normal,window_typing_10000.csv,0.2359042465686798
504,normal,window_typing_10000.csv,0.3762440085411072
505,normal,window_typing_10000.csv,0.4015771746635437
506,normal,window_typing_10000.csv,0.40657809376716614
507,normal,window_typing_10000.csv,0.4077111780643463
508,normal,window_typing_10000.csv,0.3971591293811798
509,normal,window_typing_10000.csv,0.3946687877178192
510,normal,window_typing_10000.csv,0.3658810555934906
511,normal,window_typing_10000.csv,0.3715783655643463
512,normal,window_typing_10000.csv,0.36613166332244873
513,normal,window_typing_10000.csv,0.3653545677661896
514,normal,window_typing_10000.csv,0.3674112558364868
515,normal,window_typing_10000.csv,0.3667882978916168
516,normal,window_typing_10000.csv,0.3716178238391876
517,normal,window_typing_10000.csv,0.37968066334724426
518,normal,window_typing_10000.csv,0.37877294421195984
519,normal,window_typing_10000.csv,0.3838270306587219
520,normal,window_typing_10000.csv,0.4004407525062561
521,normal,window_typing_10000.csv,0.4011474549770355
522,normal,window_typing_10000.csv,0.4049270749092102
523,normal,window_typing_10000.csv,0.4234568774700165
524,normal,window_typing_10000.csv,0.4244913160800934
525,normal,window_typing_10000.csv,0.43803849816322327
526,normal,window_typing_10000.csv,0.43989768624305725
527,normal,window_typing_10000.csv,0.4399617612361908
528,normal,window_typing_10000.csv,0.4392832815647125
529,normal,window_typing_10000.csv,0.4441923499107361
530,normal,window_typing_10000.csv,0.4415021240711212
531,normal,window_typing_10000.csv,0.45197156071662903
532,normal,window_typing_10000.csv,0.454357385635376
533,normal,window_typing_10000.csv,0.4568374752998352
534,normal,window_typing_10000.csv,0.4614385962486267
535,normal,window_typing_10000.csv,0.48407843708992004
536,normal,window_typing_10000.csv,0.49244946241378784
537,normal,window_typing_10000.csv,0.4984265863895416
538,normal,window_typing_10000.csv,0.5018338561058044
539,normal,window_typing_10000.csv,0.6534944176673889
540,normal,window_typing_10000.csv,0.6759370565414429
541,normal,window_typing_10000.csv,0.6769139170646667
542,normal,window_typing_10000.csv,0.6650022864341736
543,normal,window_typing_10000.csv,0.67533940076828
544,normal,window_typing_10000.csv,0.6781637668609619
545,normal,window_typing_10000.csv,0.6923182010650635
546,normal,window_typing_10000.csv,0.6993969678878784
547,normal,window_typing_10000.csv,0.7067978382110596
548,normal,window_typing_10000.csv,0.7129591107368469
549,normal,window_typing_10000.csv,0.7180286645889282
550,normal,window_typing_10000.csv,0.715034008026123
551,normal,window_typing_10000.csv,0.7152298092842102
552,normal,window_typing_10000.csv,0.7156699895858765
553,normal,window_typing_10000.csv,0.7120973467826843
554,normal,window_typing_10000.csv,0.5706875324249268
555,normal,window_typing_10000.csv,0.5455235838890076
556,normal,window_typing_10000.csv,0.5394476056098938
557,normal,window_typing_10000.csv,0.5369345545768738
558,normal,window_typing_10000.csv,0.5446585416793823
