source_file,count,mean_reconstruction_error,mean_classifier_attack_probability,mean_prototype_attack_probability,mean_distance_to_normal_prototype,mean_distance_to_attack_prototype
window1.csv,43,1.192653639372005,8.761727988099284e-07,0.00010455380952619232,1.2264241340548494,3.0632006234900895
window2.csv,193,1.1094259304703826,0.002812782577858647,0.0017318226672015924,1.244952805301686,3.0389575081168063
window3.csv,66,1.4983104422236935,0.3009557231390304,0.2953849908952896,1.7253373644568704,2.5953173890258325
window4.csv,82,1.1765198249642441,0.641008293151772,0.6302998224494265,2.299858651510099,2.0064880557176545
