global_index,group,source_file,true_label,reconstruction_error,classifier_attack_probability,prototype_attack_probability,distance_to_normal_prototype,distance_to_attack_prototype,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,tsne_x,tsne_y
12258,FeatureGuideHumanMimic_v4,window1.csv,1,1.1870239973068237,7.545992275481694e-07,8.162418089341372e-05,1.2153576612472534,3.0980184078216553,0.0,0.2848547101020813,0.2962394654750824,0.0,0.2552678883075714,0.0,0.0,0.0,0.0,0.0,0.0,0.28232380747795105,0.0,0.3005017042160034,0.0,0.0,0.25231221318244934,0.0,0.1915947049856186,0.3045310974121094,0.2373305857181549,0.0,0.34633445739746094,0.0,0.0,0.0,0.24627329409122467,0.28159037232398987,0.0,0.0,0.29428568482398987,0.0,-18.963564,19.377167
12259,FeatureGuideHumanMimic_v4,window1.csv,1,1.1867866516113281,7.707330382800137e-07,8.274210267700255e-05,1.2149860858917236,3.094925880432129,0.0,0.283934086561203,0.2951357066631317,0.0,0.2557283043861389,0.0,0.0,0.0,0.0,0.0,0.0,0.2808547019958496,0.0,0.30057618021965027,0.0,0.0,0.2594165503978729,0.0,0.19239474833011627,0.30296212434768677,0.2369815856218338,0.0,0.34586435556411743,0.0,0.0,0.0,0.24492521584033966,0.2849717438220978,0.0,0.0,0.29081884026527405,0.0,-19.381077,19.869846
12260,FeatureGuideHumanMimic_v4,window1.csv,1,1.1666306257247925,8.170211458491394e-07,9.018762648338452e-05,1.2163808345794678,3.0790865421295166,0.0,0.2832508683204651,0.29450470209121704,0.0,0.2500494718551636,0.0,0.0,0.0,0.0,0.0,0.0,0.27607211470603943,0.0,0.2979072034358978,0.0,0.0,0.27754607796669006,0.0,0.19454236328601837,0.3017290532588959,0.23123064637184143,0.0,0.34875401854515076,0.0,0.0,0.0,0.2406991720199585,0.282964289188385,0.0,0.0,0.2941526472568512,0.0,-21.627487,20.884996
12261,FeatureGuideHumanMimic_v4,window1.csv,1,1.1559123992919922,8.311934607263538e-07,9.345875878352672e-05,1.2198058366775513,3.075385093688965,0.0,0.2826595902442932,0.28984513878822327,0.0,0.24911777675151825,0.0,0.0,0.0,0.0,0.0,0.0,0.2751207649707794,0.0,0.2989977300167084,0.0,0.0,0.28722211718559265,0.0,0.1976684033870697,0.2985095977783203,0.2321270853281021,0.0,0.34982171654701233,0.0,0.0,0.0,0.24121315777301788,0.2829325199127197,0.0,0.0,0.28943467140197754,0.0,-22.089794,21.24842
12262,FeatureGuideHumanMimic_v4,window1.csv,1,1.149229645729065,8.993405344881467e-07,0.00010333933460060507,1.2241246700286865,3.0596024990081787,0.0,0.28093215823173523,0.29180362820625305,0.0,0.24532891809940338,0.0,0.0,0.0,0.0,0.0,0.0,0.27328601479530334,0.0,0.2947051227092743,0.0,0.0,0.30440860986709595,0.0,0.20097856223583221,0.2982504069805145,0.23230965435504913,0.0,0.34567517042160034,0.0,0.0,0.0,0.238901749253273,0.28302204608917236,0.0,0.0,0.28558751940727234,0.0,-25.516571,22.660152
12263,FeatureGuideHumanMimic_v4,window1.csv,1,1.1257822513580322,9.377533274346206e-07,0.00011050090688513592,1.226199984550476,3.0482752323150635,0.0,0.2809062898159027,0.29325616359710693,0.0,0.24151362478733063,0.0,0.0,0.0,0.0,0.0,0.0,0.27327266335487366,0.0,0.2904321551322937,0.0,0.0,0.3140938878059387,0.0,0.20343108475208282,0.2970614433288574,0.23060311377048492,0.0,0.345695436000824,0.0,0.0,0.0,0.2380748838186264,0.28235891461372375,0.0,0.0,0.28348004817962646,0.0,-26.485989,23.146679
12264,FeatureGuideHumanMimic_v4,window1.csv,1,1.1068170070648193,9.65234335126297e-07,0.00011787884432123974,1.2302114963531494,3.039358615875244,0.0,0.2797873020172119,0.28818124532699585,0.0,0.23888111114501953,0.0,0.0,0.0,0.0,0.0,0.0,0.26901349425315857,0.0,0.28964388370513916,0.0,0.0,0.3277090787887573,0.0,0.2064216136932373,0.2966049313545227,0.23137187957763672,0.0,0.34546902775764465,0.0,0.0,0.0,0.23531964421272278,0.28048843145370483,0.0,0.0,0.2836126387119293,0.0,-27.337914,23.58992
12265,FeatureGuideHumanMimic_v4,window1.csv,1,1.1020252704620361,1.0198863265031832e-06,0.00012443508603610098,1.2310642004013062,3.0293846130371094,0.0,0.27928775548934937,0.292021244764328,0.0,0.23558096587657928,0.0,0.0,0.0,0.0,0.0,0.0,0.27042463421821594,0.0,0.2846218943595886,0.0,0.0,0.3349190056324005,0.0,0.20664404332637787,0.294779509305954,0.23075325787067413,0.0,0.3442685306072235,0.0,0.0,0.0,0.2372025102376938,0.2809778153896332,0.0,0.0,0.279884934425354,0.0,-27.847841,23.674555
12266,FeatureGuideHumanMimic_v4,window1.csv,1,1.0843849182128906,1.0014093732024776e-06,0.00012375031656119972,1.2308721542358398,3.0302963256835938,0.0,0.2795768678188324,0.2907902002334595,0.0,0.23615707457065582,0.0,0.0,0.0,0.0,0.0,0.0,0.2688026428222656,0.0,0.28538280725479126,0.0,0.0,0.335035502910614,0.0,0.20648512244224548,0.2957146465778351,0.23068884015083313,0.0,0.3449128270149231,0.0,0.0,0.0,0.23601484298706055,0.280253142118454,0.0,0.0,0.2811588943004608,0.0,-27.890533,23.627064
12267,FeatureGuideHumanMimic_v4,window1.csv,1,1.0857559442520142,1.0595515504974173e-06,0.00013304929598234594,1.2315064668655396,3.0164380073547363,0.0,0.27892744541168213,0.28862422704696655,0.0,0.22907088696956635,0.0,0.0,0.0,0.0,0.0,0.0,0.2643239498138428,0.0,0.28411298990249634,0.0,0.0,0.35021066665649414,0.0,0.20449471473693848,0.29109326004981995,0.23217111825942993,0.0,0.34475332498550415,0.0,0.0,0.0,0.23551002144813538,0.27811434864997864,0.0,0.0,0.2847156822681427,0.0,-28.803795,23.967379
