epoch,train_loss,train_recon_loss,train_cls_loss,train_contrastive_loss,train_proto_loss,train_acc,valid_loss,valid_recon_loss,valid_cls_loss,valid_contrastive_loss,valid_proto_loss,valid_acc
27,1.3292422064018037,0.9069512817693477,0.00012174593241390399,5.279046084069512,0.0024516310171750757,1.0,1.452149770121283,1.5425920248386935,9.131524220367754e-06,4.945251940970271,0.0006252236896084869,1.0
28,1.3395993773101027,0.9359827330874011,0.0001394483633638796,5.287418839116617,0.0023625996634621,1.0,1.3259241596952458,1.1234240703362466,7.3960816819089275e-06,4.942846064418332,0.0006406055797195415,1.0
29,1.331842594345781,0.9130908820418515,9.21987401063859e-05,5.283506651667575,0.0022434874394706523,1.0,1.3436043260705097,1.182510008044463,6.844056344599929e-06,4.942783222823847,0.0005756768434594389,1.0
30,1.3273294838426541,0.9033891013696751,9.634773906157101e-05,5.275607103915789,0.0021899161807237455,1.0,1.3703543331512928,1.271326650095057,6.199987566795761e-06,4.9433287486944755,0.0005687127872155049,1.0
31,1.325966673025301,0.8978838685551465,9.54466196215905e-05,5.277261128498465,0.0021076334629623007,1.0,1.4070236872987136,1.393832434129786,5.478135397929142e-06,4.9431235054743805,0.0004874411596928414,1.0
32,1.3236982915279716,0.8902165704239139,8.149639566340356e-05,5.27809416710153,0.0018658996228613945,1.0,1.4568020219063795,1.5594583303846652,4.882089880001414e-06,4.943596463978024,0.0004806357913254309,1.0
33,1.3267758411566712,0.8947195128811593,7.691812872631698e-05,5.28672327517219,0.0018767304639524648,1.0,1.3480122874639429,1.1970453399126646,4.610731771418612e-06,4.943283738393542,0.0004746173957818023,1.0
34,1.3238394467456547,0.8905711853366444,7.372584114085669e-05,5.278484096733261,0.0017950228463418912,1.0,1.3455229928347818,1.1884122958126437,4.195228810586076e-06,4.9438465028867995,0.00045159677102198564,1.0
35,1.3225575998297743,0.8819722469467038,9.149240400023242e-05,5.285119239047886,0.001701089436382033,1.0,1.3602158063925502,1.2373499266259183,3.566933059859103e-06,4.944024054730525,0.0004047849309254554,1.0
36,1.3196236442550988,0.8797293810359231,6.671345819227484e-05,5.27436556871196,0.0015299267569373553,1.0,1.3745009925788276,1.2847648372237976,3.538458793223878e-06,4.944310910300242,0.00041158811876102006,1.0
37,1.3432301060725982,0.9087216678147346,0.010064302264881147,5.290573023790039,0.004869352677513151,0.9991613865076407,1.3210439570081571,1.1046810082636007,6.856937005030224e-05,4.945964133153196,0.0007564354426905529,1.0
38,1.3294929620538058,0.909064522884339,0.00023665407242388713,5.278305899328231,0.0017514877641615896,1.0,1.3357505311553772,1.1558662334959482,7.074027541655436e-06,4.943938229727141,0.00039185250536941167,1.0
39,1.3233806560877495,0.8890716084516898,9.712319580369993e-05,5.279158696726636,0.0014605591358444082,1.0,1.3417104091800627,1.1754977934051378,5.81939644654314e-06,4.9444077324050015,0.0003473671274981427,1.0
40,1.3206885813156082,0.8816627511727556,0.00011219246092836809,5.277091643013174,0.0013183782227230447,1.0,1.348784805054814,1.19891688436403,5.35136375820192e-06,4.944712138566815,0.0003238844177956331,1.0
41,1.3184011711631745,0.8731154792130194,8.75099181838714e-05,5.2785477528054905,0.0013388742155079915,1.0,1.3632807879085513,1.247506140951961,4.702642673731333e-06,4.944340941092296,0.0003121064844608568,1.0
42,1.320563623054766,0.8770296824898153,9.024704486852637e-05,5.283666111487219,0.0012624221229096135,1.0,1.378226547767082,1.2972092906515573,4.43348000674357e-06,4.944553638890319,0.00029717642116817007,1.0
43,1.3192973291522925,0.8718132616377925,8.48624547682916e-05,5.285170392140585,0.001268723090705151,1.0,1.3582035940912194,1.230448543847762,4.0110151018472335e-06,4.944604848784945,0.0002879900953228601,1.0
44,1.3189748364333738,0.8721194219509257,7.375086328383807e-05,5.283399745771968,0.0011705813998949342,1.0,1.3349771007517943,1.1528977105052567,3.929502941093027e-06,4.94479995051013,0.0002877267953109041,1.0
45,1.317372327458712,0.86988676311896,7.897836597037083e-05,5.278687870240327,0.001179403571625099,1.0,1.3586550766238512,1.2316554338850314,3.7851288487383332e-06,4.945070126017586,0.00028119641797715625,1.0
46,1.3145882824308783,0.8612753893073442,6.72571369276465e-05,5.277842271430164,0.0011398312999327826,1.0,1.3629460993893279,1.2461622742888825,3.638766820545507e-06,4.944774646162099,0.00027768017229521383,1.0
47,1.316400782545689,0.8660656244418001,8.643716118581417e-05,5.279545825051142,0.0011709087573717675,1.0,1.3476897913368555,1.195230435152523,3.421263216773323e-06,4.944916945456037,0.0002676411614709585,1.0
48,1.3384950164979046,0.9342826777236745,7.352130630856642e-05,5.288085963625629,0.0010389284783730612,1.0,1.3286239861020743,1.1324969671344616,2.6343666262003716e-06,4.943791064704406,0.00022800710610819817,1.0
49,1.3403079275137624,0.9495442223291187,6.621999910551227e-05,5.274364806625588,0.0010108983039507449,1.0,1.3388238129068593,1.1649589230335593,2.9327852061365252e-06,4.946046924448937,0.0002476128200393506,1.0
50,1.3286055993820542,0.9111943925844392,9.392140014435536e-05,5.273285523662361,0.000992431614676055,1.0,1.3812121694738215,1.3066905713827528,2.8362215837507025e-06,4.945416942261015,0.0002375280282391796,1.0
