threshold,threshold_value,normal_false_positive_rate,attack_detection_rate
Normal 90%,0.8040609836578371,10.006990911814642,12.239583333333332
Normal 95%,0.9256664156913752,5.003495455907321,4.427083333333334
Normal 99%,1.3652345085143964,1.008688704683911,0.0
